Start,End,Duration (hours),Date,Event,Beaufort land-wind scale,No. customers affected
16/02/2023,16/02/2023 13:00,0.75,,,,
,,,17/02/2023,Otto,Gale,
23/02/2023,23/02/2023 08:00,1,,,,
23/02/2023,23/02/2023 09:00,0.75,,,,
23/02/2023,23/02/2023 10:00,0.75,,,,
23/02/2023,23/02/2023 11:00,0.75,,,,
23/02/2023,23/02/2023 12:00,0.75,,,,
23/02/2023,23/02/2023 13:00,0.75,,,,
23/02/2023,23/02/2023 15:00,0.75,,,,
23/02/2023,23/02/2023 16:00,0.75,,,,
23/02/2023,23/02/2023 21:00,2.75,,,,
23/02/2023,23/02/2023 22:00,0.75,,,,
23/02/2023,23/02/2023 23:00,0.75,,,,
23/02/2023,24/02/2023 00:00,0.75,,,,
25/02/2023,25/02/2023 20:00,1,,,,
27/02/2023,27/02/2023 17:00,1,,,,
27/02/2023,27/02/2023 18:00,0.75,,,,
27/02/2023,27/02/2023 19:00,0.75,,,,
27/02/2023,27/02/2023 22:00,2.75,,,,
27/02/2023,27/02/2023 23:00,0.75,,,,
27/02/2023,28/02/2023 00:00,0.75,,,,
28/02/2023,28/02/2023 07:00,1,,,,
28/02/2023,28/02/2023 08:00,0.75,,,,
28/02/2023,28/02/2023 22:00,13.75,,,,
28/02/2023,28/02/2023 23:00,0.75,,,,
28/02/2023,01/03/2023 00:00,0.75,,,,
01/03/2023,01/03/2023 09:00,1,,,,
01/03/2023,01/03/2023 10:00,0.75,,,,
01/03/2023,01/03/2023 12:00,1.75,,,,
01/03/2023,01/03/2023 13:00,0.75,,,,
01/03/2023,01/03/2023 14:00,0.75,,,,
01/03/2023,01/03/2023 16:00,1.75,,,,
01/03/2023,01/03/2023 23:00,6.75,,,,
01/03/2023,02/03/2023 00:00,0.75,,,,
02/03/2023,02/03/2023 08:00,1,,,,
02/03/2023,02/03/2023 09:00,0.75,,,,
02/03/2023,03/03/2023 00:00,14.75,,,,
03/03/2023,03/03/2023 06:00,1,,,,
03/03/2023,03/03/2023 07:00,0.75,,,,
03/03/2023,03/03/2023 08:00,0.75,,,,
03/03/2023,03/03/2023 09:00,0.75,,,,
03/03/2023,03/03/2023 23:00,13.75,,,,
03/03/2023,04/03/2023 00:00,0.75,,,,
04/03/2023,04/03/2023 01:00,0.75,,,,
04/03/2023,04/03/2023 13:00,2,,,,
04/03/2023,04/03/2023 14:00,0.75,,,,
04/03/2023,04/03/2023 15:00,0.75,,,,
04/03/2023,04/03/2023 18:00,1,,,,
04/03/2023,04/03/2023 19:00,0.75,,,,
04/03/2023,04/03/2023 20:00,0.75,,,,
04/03/2023,04/03/2023 21:00,0.75,,,,
04/03/2023,04/03/2023 22:00,0.75,,,,
04/03/2023,04/03/2023 23:00,0.75,,,,
07/03/2023,07/03/2023 10:00,1,,,,
07/03/2023,07/03/2023 12:00,1.75,,,,
07/03/2023,07/03/2023 13:00,0.75,,,,
07/03/2023,07/03/2023 14:00,0.75,,,,
07/03/2023,07/03/2023 15:00,0.75,,,,
07/03/2023,07/03/2023 16:00,0.75,,,,
07/03/2023,07/03/2023 17:00,0.75,,,,
07/03/2023,07/03/2023 18:00,0.75,,,,
07/03/2023,07/03/2023 22:00,3.75,,,,
07/03/2023,07/03/2023 23:00,0.75,,,,
10/03/2023,10/03/2023 09:00,1,,,,
10/03/2023,10/03/2023 21:00,11.75,,,,
10/03/2023,10/03/2023 22:00,0.75,,,,
10/03/2023,10/03/2023 23:00,0.75,,,,
14/03/2023,14/03/2023 23:00,4.75,,,,
14/03/2023,15/03/2023 00:00,0.75,,,,
15/03/2023,15/03/2023 01:00,0.75,,,,
15/03/2023,15/03/2023 18:00,1,,,,
27/03/2023,27/03/2023 10:00,1,,,,
27/03/2023,27/03/2023 11:00,0.75,,,,
27/03/2023,27/03/2023 12:00,0.75,,,,
02/04/2023,02/04/2023 11:00,1,,,,
02/04/2023,02/04/2023 12:00,0.75,,,,
02/04/2023,02/04/2023 13:00,0.75,,,,
02/04/2023,02/04/2023 14:00,0.75,,,,
02/04/2023,02/04/2023 15:00,0.75,,,,
05/04/2023,05/04/2023 09:00,1,,,,
05/04/2023,05/04/2023 10:00,0.75,,,,
05/04/2023,05/04/2023 11:00,0.75,,,,
05/04/2023,05/04/2023 13:00,1.75,,,,
05/04/2023,05/04/2023 14:00,0.75,,,,
05/04/2023,05/04/2023 16:00,0.75,,,,
05/04/2023,05/04/2023 17:00,0.75,,,,
05/04/2023,05/04/2023 18:00,0.75,,,,
05/04/2023,05/04/2023 19:00,0.75,,,,
05/04/2023,05/04/2023 21:00,1.75,,,,
05/04/2023,05/04/2023 22:00,0.75,,,,
05/04/2023,05/04/2023 23:00,0.75,,,,
06/04/2023,06/04/2023 09:00,1,,,,
06/04/2023,06/04/2023 10:00,0.75,,,,
06/04/2023,06/04/2023 11:00,0.75,,,,
06/04/2023,06/04/2023 12:00,0.75,,,,
06/04/2023,06/04/2023 13:00,0.75,,,,
06/04/2023,06/04/2023 14:00,0.75,,,,
06/04/2023,06/04/2023 15:00,0.75,,,,
06/04/2023,06/04/2023 18:00,1,,,,
06/04/2023,06/04/2023 19:00,0.75,,,,
06/04/2023,06/04/2023 20:00,0.75,,,,
06/04/2023,06/04/2023 21:00,0.75,,,,
06/04/2023,06/04/2023 22:00,0.75,,,,
06/04/2023,06/04/2023 23:00,0.75,,,,
,,,12/04/2023,Noa,Storm,0
05/05/2023,05/05/2023 10:00,1,,,,
05/05/2023,05/05/2023 12:00,0.75,,,,
05/05/2023,05/05/2023 14:00,1.75,,,,
05/05/2023,05/05/2023 15:00,0.75,,,,
06/05/2023,06/05/2023 08:00,1,,,,
06/05/2023,06/05/2023 09:00,0.75,,,,
06/05/2023,06/05/2023 10:00,0.75,,,,
06/05/2023,06/05/2023 11:00,0.75,,,,
06/05/2023,06/05/2023 13:00,0.75,,,,
06/05/2023,06/05/2023 14:00,0.75,,,,
06/05/2023,06/05/2023 15:00,0.75,,,,
06/05/2023,06/05/2023 16:00,0.75,,,,
06/05/2023,06/05/2023 21:00,2,,,,
12/05/2023,12/05/2023 08:00,1,,,,
12/05/2023,12/05/2023 17:00,0.75,,,,
12/05/2023,12/05/2023 21:00,3.75,,,,
12/05/2023,12/05/2023 22:00,0.75,,,,
12/05/2023,13/05/2023 00:00,0.75,,,,
13/05/2023,13/05/2023 01:00,0.75,,,,
19/05/2023,19/05/2023 09:00,1,,,,
19/05/2023,19/05/2023 10:00,0.75,,,,
19/05/2023,19/05/2023 11:00,0.75,,,,
19/05/2023,19/05/2023 12:00,0.75,,,,
19/05/2023,19/05/2023 13:00,0.75,,,,
19/05/2023,19/05/2023 14:00,0.75,,,,
19/05/2023,19/05/2023 15:00,0.75,,,,
19/05/2023,19/05/2023 16:00,0.75,,,,
19/05/2023,19/05/2023 17:00,0.75,,,,
19/05/2023,19/05/2023 18:00,0.75,,,,
19/05/2023,19/05/2023 19:00,0.75,,,,
19/05/2023,19/05/2023 20:00,0.75,,,,
19/05/2023,19/05/2023 21:00,0.75,,,,
19/05/2023,19/05/2023 22:00,0.75,,,,
19/05/2023,19/05/2023 23:00,0.75,,,,
19/05/2023,20/05/2023 00:00,0.75,,,,
20/05/2023,20/05/2023 11:00,1,,,,
20/05/2023,20/05/2023 12:00,0.75,,,,
20/05/2023,20/05/2023 13:00,0.75,,,,
20/05/2023,20/05/2023 14:00,0.75,,,,
20/05/2023,20/05/2023 15:00,0.75,,,,
20/05/2023,20/05/2023 16:00,0.75,,,,
20/05/2023,20/05/2023 19:00,1,,,,
20/05/2023,20/05/2023 21:00,1,,,,
20/05/2023,20/05/2023 22:00,0.75,,,,
21/05/2023,21/05/2023 13:00,1,,,,
21/05/2023,21/05/2023 14:00,0.75,,,,
21/05/2023,21/05/2023 16:00,1,,,,
23/05/2023,23/05/2023 09:00,1,,,,
23/05/2023,23/05/2023 10:00,0.75,,,,
23/05/2023,23/05/2023 11:00,0.75,,,,
23/05/2023,23/05/2023 12:00,0.75,,,,
23/05/2023,23/05/2023 13:00,0.75,,,,
23/05/2023,23/05/2023 14:00,0.75,,,,
24/05/2023,24/05/2023 09:00,1,,,,
24/05/2023,24/05/2023 10:00,0.75,,,,
24/05/2023,24/05/2023 11:00,0.75,,,,
24/05/2023,24/05/2023 13:00,1.75,,,,
24/05/2023,24/05/2023 14:00,0.75,,,,
24/05/2023,24/05/2023 15:00,0.75,,,,
24/05/2023,24/05/2023 18:00,1,,,,
24/05/2023,24/05/2023 19:00,0.75,,,,
24/05/2023,24/05/2023 20:00,0.75,,,,
25/05/2023,25/05/2023 09:00,1,,,,
25/05/2023,25/05/2023 11:00,0.75,,,,
25/05/2023,25/05/2023 12:00,0.75,,,,
25/05/2023,25/05/2023 13:00,0.75,,,,
25/05/2023,25/05/2023 14:00,0.75,,,,
25/05/2023,25/05/2023 15:00,0.75,,,,
25/05/2023,25/05/2023 19:00,1,,,,
25/05/2023,25/05/2023 20:00,0.75,,,,
25/05/2023,25/05/2023 23:00,1,,,,
26/05/2023,26/05/2023 08:00,1,,,,
26/05/2023,27/05/2023 00:00,15.75,,,,
27/05/2023,27/05/2023 01:00,0.75,,,,
27/05/2023,27/05/2023 09:00,1,,,,
27/05/2023,27/05/2023 15:00,5.75,,,,
27/05/2023,27/05/2023 16:00,0.75,,,,
27/05/2023,27/05/2023 17:00,0.75,,,,
27/05/2023,27/05/2023 18:00,0.75,,,,
27/05/2023,27/05/2023 19:00,0.75,,,,
27/05/2023,27/05/2023 20:00,0.75,,,,
27/05/2023,27/05/2023 21:00,0.75,,,,
27/05/2023,27/05/2023 22:00,0.75,,,,
28/05/2023,28/05/2023 12:00,1,,,,
28/05/2023,28/05/2023 13:00,0.75,,,,
28/05/2023,28/05/2023 15:00,1.75,,,,
28/05/2023,28/05/2023 16:00,0.75,,,,
28/05/2023,28/05/2023 17:00,0.75,,,,
28/05/2023,28/05/2023 20:00,1.75,,,,
29/05/2023,29/05/2023 09:00,1,,,,
29/05/2023,29/05/2023 10:00,0.75,,,,
29/05/2023,29/05/2023 11:00,0.75,,,,
29/05/2023,29/05/2023 12:00,0.75,,,,
29/05/2023,29/05/2023 13:00,0.75,,,,
29/05/2023,29/05/2023 14:00,0.75,,,,
29/05/2023,29/05/2023 15:00,0.75,,,,
29/05/2023,29/05/2023 16:00,0.75,,,,
29/05/2023,29/05/2023 17:00,0.75,,,,
29/05/2023,29/05/2023 18:00,0.75,,,,
29/05/2023,29/05/2023 19:00,0.75,,,,
29/05/2023,29/05/2023 21:00,0.75,,,,
29/05/2023,29/05/2023 22:00,0.75,,,,
29/05/2023,29/05/2023 23:00,0.75,,,,
29/05/2023,30/05/2023 00:00,0.75,,,,
30/05/2023,30/05/2023 09:00,1,,,,
30/05/2023,30/05/2023 10:00,0.75,,,,
30/05/2023,30/05/2023 11:00,0.75,,,,
30/05/2023,30/05/2023 12:00,0.75,,,,
30/05/2023,30/05/2023 13:00,0.75,,,,
30/05/2023,30/05/2023 14:00,0.75,,,,
30/05/2023,30/05/2023 15:00,0.75,,,,
30/05/2023,30/05/2023 18:00,1,,,,
30/05/2023,30/05/2023 19:00,0.75,,,,
30/05/2023,30/05/2023 20:00,0.75,,,,
30/05/2023,30/05/2023 21:00,0.75,,,,
30/05/2023,30/05/2023 22:00,0.75,,,,
31/05/2023,31/05/2023 09:00,1,,,,
31/05/2023,31/05/2023 10:00,0.75,,,,
31/05/2023,31/05/2023 11:00,0.75,,,,
31/05/2023,31/05/2023 12:00,0.75,,,,
31/05/2023,31/05/2023 13:00,0.75,,,,
31/05/2023,31/05/2023 14:00,0.75,,,,
01/06/2023,01/06/2023 09:00,0.75,,,,
01/06/2023,01/06/2023 12:00,2.75,,,,
01/06/2023,01/06/2023 14:00,0.75,,,,
01/06/2023,01/06/2023 15:00,0.75,,,,
01/06/2023,01/06/2023 17:00,1.75,,,,
01/06/2023,01/06/2023 18:00,0.75,,,,
01/06/2023,01/06/2023 19:00,0.75,,,,
01/06/2023,01/06/2023 20:00,0.75,,,,
01/06/2023,01/06/2023 21:00,0.75,,,,
01/06/2023,01/06/2023 22:00,0.75,,,,
01/06/2023,01/06/2023 23:00,0.75,,,,
02/06/2023,02/06/2023 10:00,1,,,,
03/06/2023,03/06/2023 10:00,1,,,,
03/06/2023,03/06/2023 11:00,0.75,,,,
03/06/2023,03/06/2023 12:00,0.75,,,,
03/06/2023,03/06/2023 13:00,0.75,,,,
03/06/2023,03/06/2023 14:00,0.75,,,,
03/06/2023,03/06/2023 15:00,0.75,,,,
03/06/2023,03/06/2023 16:00,0.75,,,,
03/06/2023,03/06/2023 17:00,0.75,,,,
03/06/2023,03/06/2023 18:00,0.75,,,,
03/06/2023,03/06/2023 19:00,0.75,,,,
03/06/2023,03/06/2023 20:00,0.75,,,,
03/06/2023,03/06/2023 21:00,0.75,,,,
03/06/2023,03/06/2023 22:00,0.75,,,,
28/06/2023,28/06/2023 09:00,1,,,,
28/06/2023,28/06/2023 10:00,0.75,,,,
28/06/2023,28/06/2023 11:00,0.75,,,,
28/06/2023,28/06/2023 12:00,0.75,,,,
28/06/2023,28/06/2023 13:00,0.75,,,,
28/06/2023,28/06/2023 14:00,0.75,,,,
28/06/2023,28/06/2023 15:00,0.75,,,,
28/06/2023,28/06/2023 19:00,1,,,,
29/06/2023,29/06/2023 10:00,1,,,,
29/06/2023,29/06/2023 11:00,0.75,,,,
29/06/2023,29/06/2023 12:00,0.75,,,,
29/06/2023,29/06/2023 13:00,0.75,,,,
09/07/2023,09/07/2023 15:00,0.75,,,,
09/07/2023,09/07/2023 19:00,1,,,,
09/07/2023,09/07/2023 20:00,0.75,,,,
09/07/2023,09/07/2023 21:00,0.75,,,,
09/07/2023,09/07/2023 22:00,0.75,,,,
09/07/2023,10/07/2023 00:00,0.75,,,,
10/07/2023,10/07/2023 10:00,1,,,,
10/07/2023,10/07/2023 12:00,1.75,,,,
10/07/2023,10/07/2023 14:00,0.75,,,,
10/07/2023,10/07/2023 16:00,0.75,,,,
10/07/2023,10/07/2023 18:00,0.75,,,,
11/07/2023,11/07/2023 15:00,5.75,,,,
,,,05/08/2023,Antoni,Gale,5800
,,,18/08/2023,Betty,Gale,70000
,,,18/08/2023,Babet,Gale,961
,,,27/09/2023,Agnes,Strong Gale,2000
,,,02/11/2023,Ciaran,Near Gale,0
,,,09/11/2023,Elisa,Gale,0
,,,13/11/2023,Debi,Strong Gale,"100,000"
,,,09/12/2023,Elin,Strong Gale,
,,,10/12/2023,Fergus,Storm,
,,,27/12/2023,Gerrit,Strong Gale,
,,,31/12/2023,Geraldine,Strong Gale,
,,,02/01/2024,Henk,Strong Breeze,
,,,21/01/2024,Isha,Violent Storm,235000
,,,23/01/2024,Jocelyn,Storm,
20/03/2024,20/03/2024 17:00,1,,,,
20/03/2024,20/03/2024 23:00,5.75,,,,
24/03/2024,24/03/2024 11:00,1,,,,
24/03/2024,24/03/2024 12:00,0.75,,,,
24/03/2024,24/03/2024 13:00,0.75,,,,
24/03/2024,24/03/2024 14:00,0.75,,,,
24/03/2024,24/03/2024 15:00,0.75,,,,
25/03/2024,25/03/2024 10:00,1,,,,
25/03/2024,25/03/2024 11:00,0.75,,,,
25/03/2024,25/03/2024 12:00,0.75,,,,
25/03/2024,25/03/2024 13:00,0.75,,,,
25/03/2024,25/03/2024 14:00,0.75,,,,
25/03/2024,25/03/2024 15:00,0.75,,,,
25/03/2024,25/03/2024 16:00,0.75,,,,
25/03/2024,25/03/2024 17:00,0.75,,,,
25/03/2024,25/03/2024 18:00,0.75,,,,
25/03/2024,25/03/2024 19:00,0.75,,,,
25/03/2024,25/03/2024 20:00,0.75,,,,
25/03/2024,25/03/2024 21:00,0.75,,,,
25/03/2024,25/03/2024 22:00,0.75,,,,
28/03/2024,28/03/2024 15:00,1,,,,
28/03/2024,28/03/2024 16:00,0.75,,,,
28/03/2024,28/03/2024 17:00,0.75,,,,
28/03/2024,28/03/2024 18:00,0.75,,,,
28/03/2024,28/03/2024 22:00,3.75,,,,
28/03/2024,28/03/2024 23:00,0.75,,,,
29/03/2024,29/03/2024 10:00,2,,,,
29/03/2024,29/03/2024 11:00,0.75,,,,
29/03/2024,29/03/2024 12:00,0.75,,,,
29/03/2024,29/03/2024 13:00,0.75,,,,
29/03/2024,29/03/2024 21:00,1,,,,
29/03/2024,29/03/2024 22:00,0.75,,,,
02/04/2024,02/04/2024 09:00,1,,,,
02/04/2024,02/04/2024 13:00,3.75,,,,
02/04/2024,02/04/2024 14:00,0.75,,,,
02/04/2024,02/04/2024 15:00,0.75,,,,
02/04/2024,02/04/2024 16:00,0.75,,,,
02/04/2024,02/04/2024 17:00,0.75,,,,
02/04/2024,02/04/2024 18:00,0.75,,,,
03/04/2024,03/04/2024 10:00,1,,,,
03/04/2024,03/04/2024 11:00,0.75,,,,
03/04/2024,03/04/2024 12:00,0.75,,,,
03/04/2024,03/04/2024 13:00,0.75,,,,
03/04/2024,03/04/2024 16:00,1,,,,
03/04/2024,03/04/2024 17:00,0.75,,,,
03/04/2024,03/04/2024 18:00,0.75,,,,
03/04/2024,03/04/2024 19:00,0.75,,,,
03/04/2024,03/04/2024 20:00,0.75,,,,
03/04/2024,03/04/2024 21:00,0.75,,,,
03/04/2024,03/04/2024 22:00,0.75,,,,
03/04/2024,03/04/2024 23:00,0.75,,,,
04/04/2024,04/04/2024 09:00,1,,,,
04/04/2024,04/04/2024 10:00,0.75,,,,
04/04/2024,04/04/2024 11:00,0.75,,,,
04/04/2024,04/04/2024 12:00,0.75,,,,
04/04/2024,04/04/2024 13:00,0.75,,,,
04/04/2024,04/04/2024 14:00,0.75,,,,
,,,06/04/2024,Kathleen,Strong Gale,
08/04/2024,08/04/2024 09:00,1,,,,
08/04/2024,08/04/2024 13:00,3.75,,,,
08/04/2024,08/04/2024 14:00,0.75,,,,
08/04/2024,08/04/2024 15:00,0.75,,,,
22/04/2024,22/04/2024 09:00,1,,,,
22/04/2024,22/04/2024 10:00,0.75,,,,
22/04/2024,22/04/2024 11:00,0.75,,,,
22/04/2024,22/04/2024 12:00,0.75,,,,
,,,23/04/2024,Lilian,Gale,
25/04/2024,25/04/2024 09:00,1,,,,
25/04/2024,25/04/2024 10:00,0.75,,,,
25/04/2024,25/04/2024 11:00,0.75,,,,
25/04/2024,25/04/2024 12:00,0.75,,,,
25/04/2024,25/04/2024 13:00,0.75,,,,
25/04/2024,25/04/2024 14:00,0.75,,,,
26/04/2024,26/04/2024 11:00,1,,,,
26/04/2024,26/04/2024 12:00,0.75,,,,
26/04/2024,26/04/2024 19:00,1,,,,
26/04/2024,26/04/2024 21:00,1,,,,
26/04/2024,26/04/2024 22:00,0.75,,,,
26/04/2024,26/04/2024 23:00,0.75,,,,
26/04/2024,27/04/2024 00:00,0.75,,,,
30/04/2024,30/04/2024 08:00,1,,,,
30/04/2024,30/04/2024 11:00,2.75,,,,
30/04/2024,30/04/2024 12:00,0.75,,,,
30/04/2024,30/04/2024 13:00,0.75,,,,
30/04/2024,30/04/2024 23:00,1,,,,
01/05/2024,01/05/2024 09:00,1,,,,
01/05/2024,01/05/2024 10:00,0.75,,,,
01/05/2024,01/05/2024 11:00,0.75,,,,
01/05/2024,01/05/2024 12:00,0.75,,,,
01/05/2024,01/05/2024 13:00,0.75,,,,
01/05/2024,01/05/2024 14:00,0.75,,,,
01/05/2024,01/05/2024 15:00,0.75,,,,
01/05/2024,01/05/2024 19:00,1,,,,
01/05/2024,01/05/2024 20:00,0.75,,,,
01/05/2024,01/05/2024 21:00,0.75,,,,
01/05/2024,01/05/2024 22:00,0.75,,,,
01/05/2024,01/05/2024 23:00,0.75,,,,
01/05/2024,02/05/2024 00:00,0.75,,,,
02/05/2024,02/05/2024 04:00,1,,,,
02/05/2024,02/05/2024 05:00,0.75,,,,
02/05/2024,02/05/2024 07:00,1,,,,
02/05/2024,02/05/2024 08:00,0.75,,,,
02/05/2024,02/05/2024 14:00,5.75,,,,
02/05/2024,02/05/2024 15:00,0.75,,,,
02/05/2024,02/05/2024 16:00,0.75,,,,
02/05/2024,02/05/2024 17:00,0.75,,,,
02/05/2024,02/05/2024 18:00,0.75,,,,
02/05/2024,02/05/2024 19:00,0.75,,,,
02/05/2024,02/05/2024 20:00,0.75,,,,
02/05/2024,02/05/2024 21:00,0.75,,,,
02/05/2024,02/05/2024 22:00,0.75,,,,
02/05/2024,02/05/2024 23:00,0.75,,,,
02/05/2024,03/05/2024 00:00,0.75,,,,
03/05/2024,03/05/2024 09:00,1,,,,
03/05/2024,03/05/2024 10:00,0.75,,,,
03/05/2024,03/05/2024 11:00,0.75,,,,
03/05/2024,03/05/2024 12:00,0.75,,,,
03/05/2024,03/05/2024 13:00,0.75,,,,
03/05/2024,03/05/2024 14:00,0.75,,,,
03/05/2024,03/05/2024 15:00,0.75,,,,
03/05/2024,03/05/2024 19:00,0.75,,,,
03/05/2024,03/05/2024 20:00,0.75,,,,
03/05/2024,03/05/2024 21:00,0.75,,,,
03/05/2024,03/05/2024 22:00,0.75,,,,
03/05/2024,03/05/2024 23:00,0.75,,,,
04/05/2024,04/05/2024 10:00,1,,,,
04/05/2024,04/05/2024 11:00,0.75,,,,
04/05/2024,04/05/2024 12:00,0.75,,,,
04/05/2024,04/05/2024 13:00,0.75,,,,
04/05/2024,04/05/2024 14:00,0.75,,,,
04/05/2024,04/05/2024 15:00,0.75,,,,
04/05/2024,04/05/2024 19:00,1,,,,
04/05/2024,04/05/2024 20:00,0.75,,,,
04/05/2024,04/05/2024 21:00,0.75,,,,
04/05/2024,04/05/2024 22:00,0.75,,,,
04/05/2024,04/05/2024 23:00,0.75,,,,
07/05/2024,07/05/2024 09:00,1,,,,
07/05/2024,07/05/2024 10:00,0.75,,,,
07/05/2024,07/05/2024 11:00,0.75,,,,
07/05/2024,07/05/2024 12:00,0.75,,,,
07/05/2024,07/05/2024 13:00,0.75,,,,
07/05/2024,07/05/2024 14:00,0.75,,,,
07/05/2024,07/05/2024 15:00,0.75,,,,
07/05/2024,07/05/2024 16:00,0.75,,,,
07/05/2024,07/05/2024 17:00,0.75,,,,
07/05/2024,07/05/2024 18:00,0.75,,,,
07/05/2024,07/05/2024 19:00,0.75,,,,
